code,name,zcode
242-059,ОВД ШАРЫПОВСКОГО РАЙОНА КРАСНОЯРСКОГО КРАЯ,24259
242-059,ШАРЫПОВСКИМ РОВД КРАСНОЯРСКОГО КРАЯ,24259
242-060,ОВД ШУШЕНСКОГО РАЙОНА КРАСНОЯРСКОГО КРАЯ,24260
242-061,ОВД АДМИНИСТРАЦИИ Г. ЗЕЛЕНОГОРСКА КРАСНОЯРСКОГО КРАЯ,24261
242-061,ОВД Г. ЗЕЛЕНОГОРСКА КРАСНОЯРСКОГО КРАЯ,24261
242-061,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО КРАСНОЯРСКОМУ КРАЮ В Г. ЗЕЛЕНОГОРСКЕ,24261
242-062,ОВД Г. ЖЕЛЕЗНОГОРСКА КРАСНОЯРСКОГО КРАЯ,24262
242-062,УВД Г. ЖЕЛЕЗНОГОРСКА КРАСНОЯРСКОГО КРАЯ,24262
242-062,УВД ЖЕЛЕЗНОГОРСКА,24262
243-001,1 ГОРОДСКИМ ОМ УВД СОВЕТСКОГО РАЙОНА Г. КРАСНОЯРСКА,24301
243-001,ГОРОДСКИМ ОМ-1 УВД СОВЕТСКОГО РАЙОНА Г. КРАСНОЯРСКА,24301
243-002,КРАСНОКАМЕНСКИМ ПОСЕЛКОВЫМ ОМ КРАСНОЯРСКОГО КРАЯ,24302
243-002,КРАСНОКАМЕНСКИМ ПОСЕЛКОВЫМ ОМ,24302
243-003,НОВО-ЕНИСЕЙСКИМ ПОСЕЛКОВЫМ ОМ КРАСНОЯРСКОГО КРАЯ,24303
243-003,НОВО-ЕНИСЕЙСКОЕ ПОСЕЛКОВОЕ ОМ КРАСНОЯРСКОГО КРАЯ,24303
243-003,НОВОЕНИСЕЙСКИМ ОМ ЛЕСОСИБИРСКОГО ГОВД КРАСНОЯРСКОГО КРАЯ,24303
243-003,НОВОЕНИСЕЙСКИМ ОМ ОВД Г. ЛЕСОСИБИРСКА КРАСНОЯРСКОГО КРАЯ,24303
243-004,ПОДТЕСОВСКИМ ПОСЕЛКОВЫМ ОМ КРАСНОЯРСКОГО КРАЯ,24304
243-005,СТРЕЛКОВСКИМ ПОСЕЛКОВЫМ ОМ КРАСНОЯРСКОГО КРАЯ,24305
243-006,РЕШЕТИНСКИМ ОМ ОВД НИЖНЕИНГАШСКОГО РАЙОНА КРАСНОЯРСКОГО КРАЯ,24306
243-006,РЕШЕТИНСКИМ ОМ,24306
243-006,РЕШЕТИНСКИМ ПОСЕЛКОВЫМ ОМ КРАСНОЯРСКОГО КРАЯ,24306
243-007,1 ГОРОДСКИМ ОМ УВД Г. НОРИЛЬСКА КРАСНОЯРСКОГО КРАЯ,24307
243-008,2 ГОРОДСКИМ ОМ УВД Г. НОРИЛЬСКА КРАСНОЯРСКОГО КРАЯ,24308
243-008,ПАСПОРТНО-ВИЗОВОЙ СЛУЖБОЙ 2 ГОРОДСКИМ ОМ УВД Г. НОРИЛЬСКА КРАСНОЯРСКОГО КРАЯ,24308
243-009,ДУБИНИНСКИМ ОМ ОВД Г. ШАРЫПОВО КРАСНОЯРСКОГО КРАЯ,24309
243-009,ДУБИНИНСКИМ ПОСЕЛКОВЫМ ОМ КРАСНОЯРСКОГО КРАЯ,24309
243-010,ГОРОДСКИМ ОМ-2 УВД СОВЕТСКОГО РАЙОНА Г. КРАСНОЯРСКА,24310
243-011,ОВД ЗАТО ПОСЕЛКА СОЛНЕЧНЫЙ КРАСНОЯРСКОГО КРАЯ,24311
243-011,ОВД ЗАТО СОЛНЕЧНЫЙ КРАСНОЯРСКОГО КРАЯ,24311
243-012,ОВД ПОС. КЕДРОВЫЙ КРАСНОЯРСКОГО КРАЯ,24312
243-012,ОТДЕЛЕНИЕМ МИЛИЦИИ ПОС. КЕДРОВЫЙ КРАСНОЯРСКОГО КРАЯ,24312
243-013,ОТДЕЛЕНИЕМ МИЛИЦИИ Г. ЕНИСЕЙСК-4 КРАСНОЯРСКОГО КРАЯ,24313
243-014,6 ОМ Г. КАНСКА КРАСНОЯРСКОГО КРАЯ,24314
243-014,6 ОМ УВД Г. КАНСКА КРАСНОЯРСКОГО КРАЯ,24314
250-001,УМВД РОССИИ ПО ПРИМОРСКОМУ КРАЮ,25001
250-001,УФМС РОССИИ ПО ПРИМОРСКОМУ КРАЮ,25001
250-002,ОТДЕЛОМ УФМС РОССИИ ПО ПРИМОРСКОМУ КРАЮ В ЛЕНИНСКОМ РАЙОНЕ Г. ВЛАДИВОСТОКА,25002
250-002,УМВД РОССИИ ПО ПРИМОРСКОМУ КРАЮ,25002
250-003,ОТДЕЛОМ УФМС РОССИИ ПО ПРИМОРСКОМУ КРАЮ В ЛЕНИНСКОМ РАЙОНЕ Г. ВЛАДИВОСТОКА,25003
250-003,УМВД РОССИИ ПО ПРИМОРСКОМУ КРАЮ,25003
250-004,ОТДЕЛОМ УФМС РОССИИ ПО ПРИМОРСКОМУ КРАЮ В ПЕРВОМАЙСКОМ РАЙОНЕ Г. ВЛАДИВОСТОКА,25004
250-004,УМВД РОССИИ ПО ПРИМОРСКОМУ КРАЮ,25004
250-005,ОТДЕЛОМ УФМС РОССИИ ПО ПРИМОРСКОМУ КРАЮ В ПЕРВОРЕЧЕНСКОМ РАЙОНЕ Г. ВЛАДИВОСТОКА,25005
250-005,УМВД РОССИИ ПО ПРИМОРСКОМУ КРАЮ,25005
250-006,ОТДЕЛОМ УФМС РОССИИ ПО ПРИМОРСКОМУ КРАЮ В СОВЕТСКОМ РАЙОНЕ Г. ВЛАДИВОСТОКА,25006
250-006,УМВД РОССИИ ПО ПРИМОРСКОМУ КРАЮ,25006
250-007,ОТДЕЛОМ УФМС РОССИИ ПО ПРИМОРСКОМУ КРАЮ В СОВЕТСКОМ РАЙОНЕ Г. ВЛАДИВОСТОКА ТП № 1,25007
250-007,ТП № 1 ОУФМС РОССИИ ПО ПРИМОРСКОМУ КРАЮ В СОВЕТСКОМ РАЙОНЕ Г. ВЛАДИВОСТОКА,25007
250-007,УМВД РОССИИ ПО ПРИМОРСКОМУ КРАЮ,25007
250-008,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО ПРИМОРСКОМУ КРАЮ ВО ФРУНЗЕНСКОМ РАЙОНЕ Г. ВЛАДИВОСТОКА,25008
250-008,ОТДЕЛОМ УФМС РОССИИ ПО ПРИМОРСКОМУ КРАЮ ВО ФРУНЗЕНСКОМ РАЙОНЕ Г. ВЛАДИВОСТОКА,25008
250-008,УМВД РОССИИ ПО ПРИМОРСКОМУ КРАЮ,25008
250-009,МРО УФМС РОССИИ ПО ПРИМОРСКОМУ КРАЮ ПО Г. АРТЕМУ И НАДЕЖДИНСКОМУ РАЙОНУ,25009
250-009,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО ПРИМОРСКОМУ КРАЮ В АРТЕМОВСКОМ ГОРОДСКОМ ОКРУГЕ,25009
250-009,ОТДЕЛОМ УФМС РОССИИ ПО ПРИМОРСКОМУ КРАЮ В АРТЕМОВСКОМ ГОРОДСКОМ ОКРУГЕ,25009
250-009,УМВД РОССИИ ПО ПРИМОРСКОМУ КРАЮ,25009
250-010,МРО УФМС РОССИИ ПО ПРИМОРСКОМУ КРАЮ ПО Г. АРТЕМУ И НАДЕЖДИНСКОМУ РАЙОНУ ТП № 1,25010
250-010,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО ПРИМОРСКОМУ КРАЮ В НАДЕЖДИНСКОМ МУНИЦИПАЛЬНОМ РАЙОНЕ,25010
250-010,ОТДЕЛОМ УФМС РОССИИ ПО ПРИМОРСКОМУ КРАЮ В НАДЕЖДИНСКОМ МУНИЦИПАЛЬНОМ РАЙОНЕ,25010
250-010,ТП № 1 МРО УФМС РОССИИ ПО ПРИМОРСКОМУ КРАЮ ПО Г. АРТЕМУ И НАДЕЖДИНСКОМУ РАЙОНУ,25010
250-010,УМВД РОССИИ ПО ПРИМОРСКОМУ КРАЮ,25010
250-011,МРО УФМС РОССИИ ПО ПРИМОРСКОМУ КРАЮ В АРСЕНЬЕВСКОМ ГОРОДСКОМ ОКРУГЕ И АНУЧИНСКОМ МУНИЦИПАЛЬНОМ РАЙОНЕ,25011
250-011,ТП № 2 ОТДЕЛ УФМС РОССИИ ПО ПРИМОРСКОМУ КРАЮ В НАДЕЖДИНСКОМ МУНИЦИПАЛЬНОМ РАЙОНЕ,25011
250-011,ТП № 2 ОУФМС РОССИИ ПО ПРИМОРСКОМУ КРАЮ В НАДЕЖДИНСКОМ МУНИЦИПАЛЬНОМ РАЙОНЕ,25011
250-011,УМВД РОССИИ ПО ПРИМОРСКОМУ КРАЮ,25011
250-012,МРО УФМС РОССИИ ПО ПРИМОРСКОМУ КРАЮ ПО Г. АРТЕМУ И НАДЕЖДИНСКОМУ РАЙОНУ ТП № 3,25012
250-012,ТП № 1 ОТДЕЛ УФМС РОССИИ ПО ПРИМОРСКОМУ КРАЮ В НАДЕЖДИНСКОМ МУНИЦИПАЛЬНОМ РАЙОНЕ,25012
250-012,ТП № 1 ОУФМС РОССИИ ПО ПРИМОРСКОМУ КРАЮ В НАДЕЖДИНСКОМ МУНИЦИПАЛЬНОМ РАЙОНЕ,25012
250-012,УМВД РОССИИ ПО ПРИМОРСКОМУ КРАЮ,25012
250-013,ОТДЕЛОМ УФМС РОССИИ ПО ПРИМОРСКОМУ КРАЮ В Г. НАХОДКА,25013
250-013,УМВД РОССИИ ПО ПРИМОРСКОМУ КРАЮ,25013
250-014,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО ПРИМОРСКОМУ КРАЮ В ПОГРАНИЧНОМ МУНИЦИПАЛЬНОМ РАЙОНЕ,25014
250-014,ОТДЕЛОМ УФМС РОССИИ ПО ПРИМОРСКОМУ КРАЮ В Г. НАХОДКА ТП № 1,25014
250-014,ТП № 1 ОУФМС РОССИИ ПО ПРИМОРСКОМУ КРАЮ В Г. НАХОДКЕ,25014
250-014,УМВД РОССИИ ПО ПРИМОРСКОМУ КРАЮ,25014
250-015,ОТДЕЛОМ УФМС РОССИИ ПО ПРИМОРСКОМУ КРАЮ В Г. НАХОДКА ТП № 2,25015
250-015,ОТДЕЛОМ УФМС РОССИИ ПО ПРИМОРСКОМУ КРАЮ В НАХОДКИНСКОМ ГОРОДСКОМ ОКРУГЕ,25015
250-015,ТП № 2 ОУФМС РОССИИ ПО ПРИМОРСКОМУ КРАЮ В Г. НАХОДКА,25015
250-015,УМВД РОССИИ ПО ПРИМОРСКОМУ КРАЮ,25015
250-016,ОТДЕЛОМ УФМС РОССИИ ПО ПРИМОРСКОМУ КРАЮ В Г. НАХОДКА ТП № 3,25016
250-016,ТП № 2 ОУФМС РОССИИ ПО ПРИМОРСКОМУ КРАЮ В НАХОДКИНСКОМ ГОРОДСКОМ ОКРУГЕ,25016
250-016,ТП № 3 ОУФМС РОССИИ ПО ПРИМОРСКОМУ КРАЮ В Г. НАХОДКА,25016
250-016,УМВД РОССИИ ПО ПРИМОРСКОМУ КРАЮ,25016
250-017,ОТДЕЛОМ УФМС РОССИИ ПО ПРИМОРСКОМУ КРАЮ В Г. НАХОДКА ТП № 4,25017
250-017,ТП № 1 ОУФМС РОССИИ ПО ПРИМОРСКОМУ КРАЮ В НАХОДКИНСКОМ ГОРОДСКОМ ОКРУГЕ,25017
250-017,УМВД РОССИИ ПО ПРИМОРСКОМУ КРАЮ,25017
250-018,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО ПРИМОРСКОМУ КРАЮ В Г. УССУРИЙСК,25018
250-018,ОТДЕЛОМ УФМС РОССИИ ПО ПРИМОРСКОМУ КРАЮ В УССУРИЙСКОМ ГОРОДСКОМ ОКРУГЕ,25018
250-018,УМВД РОССИИ ПО ПРИМОРСКОМУ КРАЮ,25018
250-019,МРО УФМС РОССИИ ПО ПРИМОРСКОМУ КРАЮ ПО ШКОТОВСКОМУ РАЙОНУ ЗАТО Г. БОЛЬШОЙ КАМЕНЬ ЗАТО Г. ФОКИНО,25019
250-019,МРО УФМС РОССИИ ПО ПРИМОРСКОМУ КРАЮ ПО ШКОТОВСКОМУ РАЙОНУ ЗАТО Г. ФОКИНО И ЗАТО Г. БОЛЬШОЙ КАМЕНЬ,25019
250-019,УМВД РОССИИ ПО ПРИМОРСКОМУ КРАЮ,25019
250-020,МП В ЗАТО Г. ФОКИНО МРО № 1 УФМС РОССИИ ПО ПРИМОРСКОМУ КРАЮ В ГОРОДСКОМ ОКРУГЕ БОЛЬШОЙ КАМЕНЬ,25020
250-020,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО ПРИМОРСКОМУ КРАЮ В ЗАТО Г. ФОКИНО МРО УФМС РОССИИ ПО ПРИМОРСКОМУ КРАЮ В ШКОТОВСКОМ МР ЗАТО Г. ФОКИНО И ЗАТО Г. БОЛЬШОЙ КАМЕНЬ,25020
250-020,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО ПРИМОРСКОМУ КРАЮ В ЗАТО Г. ФОКИНО МРО УФМС РОССИИ ПО ПРИМОРСКОМУ КРАЮ В ШКОТОВСКОМ МУНИЦИПАЛЬНОМ РАЙОНЕ ЗАТО Г. ФОКИНО И ЗАТО Г. БОЛЬШОЙ КАМЕНЬ,25020
250-020,ТП № 1 МРО УФМС РОССИИ ПО ПРИМОРСКОМУ КРАЮ ПО ШКОТОВСКОМУ РАЙОНУ ЗАТО Г. ФОКИНО И ЗАТО Г. БОЛЬШОЙ КАМЕНЬ,25020
250-020,ТП № 1 МРО УФМС РОССИИ ПО ПРМОРСКОМУ КРАЮ ПО ШКОТОВСКОМУ РАЙОНУ ЗАТО Г. ФОКИНО И ЗАТО Г. БОЛЬШОЙ КАМЕНЬ,25020
250-020,УМВД РОССИИ ПО ПРИМОРСКОМУ КРАЮ,25020
250-021,МП В ПОС. ШКОТОВО МРО № 1 УФМС РОССИИ ПО ПРИМОРСКОМУ КРАЮ В ГОРОДСКОМ ОКРУГЕ БОЛЬШОЙ КАМЕНЬ,25021
250-021,МРО УФМС РОССИИ ПО ПРИМОРСКОМУ КРАЮ ПО ШТОКОВСКОМУ РАЙОНУ ЗАТО Г. ФОКИНО И ЗАТО Г. Б.КАМЕНЬ ТП № 2,25021
250-021,ТП № 1 МРО УФМС РОССИИ ПО ПРИМОРСКОМУ КРАЮ В ШКОТОВСКОМ МР ЗАТО Г. ФОКИНО И ЗАТО Г. БОЛЬШОЙ КАМЕНЬ,25021
250-021,ТП № 1 МРО УФМС РОССИИ ПО ПРИМОРСКОМУ КРАЮ В ШКОТОВСКОМ МУНИЦИПАЛЬНОМ РАЙОНЕ ЗАТО Г. ФОКИНО И ЗАТО Г. БОЛЬШОЙ КАМЕНЬ,25021
250-021,УМВД РОССИИ ПО ПРИМОРСКОМУ КРАЮ,25021
250-022,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО ПРИМОРСКОМУ КРАЮ В ОЛЬГИНСКОМ РАЙОНЕ,25022
250-022,УМВД РОССИИ ПО ПРИМОРСКОМУ КРАЮ,25022
250-023,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО ПРИМОРСКОМУ КРАЮ В Г. ПАРТИЗАНСК,25023
250-023,УМВД РОССИИ ПО ПРИМОРСКОМУ КРАЮ,25023
250-024,МРО УФМС РОССИИ ПО ПРИМОРСКОМУ КРАЮ В АРСЕНЬЕВСКОМ ГОРОДСКОМ ОКРУГЕ И АНУЧИНСКОМ МУНИЦИПАЛЬНОМ РАЙОНЕ,25024
250-024,МРО УФМС РОССИИ ПО ПРИМОРСКОМУ КРАЮ В Г. АРСЕНЬЕВЕ И АНУЧИНСКОМ РАЙОНЕ,25024
250-024,УМВД РОССИИ ПО ПРИМОРСКОМУ КРАЮ,25024
250-025,МРО УФМС РОССИИ ПО ПРИМОРСКОМУ КРАЮ ПО Г. АРСЕНЬЕВ И АНУЧИНСКОМ РАЙОНЕ ТП В С. АНУЧИНО,25025
250-025,ТП МРО УФМС РОССИИ ПО ПРИМОРСКОМУ КРАЮ В Г. АРСЕНЬЕВ И АНУЧИНСКОМ РАЙОНЕ,25025
250-025,ТП № 2 В АНУЧИНСКОМ МУНИЦИПАЛЬНОМ РАЙОНЕ МРО УФМС РОССИИ ПО ПРИМОРСКОМУ КРАЮ В АРСЕНЬЕВСКОМ ГОРОДСКОМ ОКРУГЕ И АНУЧИНСКОМ МУНИЦИПАЛЬНОМ РАЙОНЕ,25025
250-025,УМВД РОССИИ ПО ПРИМОРСКОМУ КРАЮ,25025
250-026,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО ПРИМОРСКОМУ КРАЮ В Г. ДАЛЬНЕГОРСК,25026
250-026,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО ПРИМОРСКОМУ КРАЮ В ДАЛЬНЕГОРСКОМ ГОРОДСКОМ ОКРУГЕ,25026
250-026,ОТДЕЛОМ УФМС РОССИИ ПО ПРИМОРСКОМУ КРАЮ В ДАЛЬНЕГОРСКОМ ГОРОДСКОМ ОКРУГЕ,25026
250-026,УМВД РОССИИ ПО ПРИМОРСКОМУ КРАЮ,25026
250-027,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО ПРИМОРСКОМУ КРАЮ В Г. ДАЛЬНЕРЕЧЕНСК,25027
250-027,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО ПРИМОРСКОМУ КРАЮ В ДАЛЬНЕРЕЧЕНСКОМ ГОРОДСКОМ ОКРУГЕ И ДАЛЬНЕРЕЧЕНСКОМ МУНИЦИПАЛЬНОМ РАЙОНЕ,25027
250-027,УМВД РОССИИ ПО ПРИМОРСКОМУ КРАЮ,25027
250-028,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО ПРИМОРСКОМУ КРАЮ В КАВАЛЕРОВСКОМ МУНИЦИПАЛЬНОМ РАЙОНЕ,25028
250-028,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО ПРИМОРСКОМУ КРАЮ В КАВАЛЕРОВСКОМ РАЙОНЕ,25028
250-028,ОТДЕЛОМ УФМС РОССИИ ПО ПРИМОРСКОМУ КРАЮ В КАВАЛЕРОВСКОМ МУНИЦИПАЛЬНОМ РАЙОНЕ,25028
250-028,УМВД РОССИИ ПО ПРИМОРСКОМУ КРАЮ,25028
250-029,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО ПРИМОРСКОМУ КРАЮ В КИРОВСКОМ МУНИЦИПАЛЬНОМ РАЙОНЕ,25029
250-029,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО ПРИМОРСКОМУ КРАЮ В КИРОВСКОМ РАЙОНЕ,25029
250-029,УМВД РОССИИ ПО ПРИМОРСКОМУ КРАЮ,25029
250-030,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО ПРИМОРСКОМУ КРАЮ В КРАСНОАРМЕЙСКОМ МУНИЦИПАЛЬНОМ РАЙОНЕ,25030
250-030,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО ПРИМОРСКОМУ КРАЮ В КРАСНОАРМЕЙСКОМ РАЙОНЕ,25030
250-030,УМВД РОССИИ ПО ПРИМОРСКОМУ КРАЮ,25030
250-031,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО ПРИМОРСКОМУ КРАЮ В КРАСНОАРМЕЙСКОМ РАЙОНЕ ТП № 1,25031
250-031,УМВД РОССИИ ПО ПРИМОРСКОМУ КРАЮ,25031
250-032,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО ПРИМОРСКОМУ КРАЮ В ЛАЗОВСКОМ МУНИЦИПАЛЬНОМ РАЙОНЕ,25032
250-032,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО ПРИМОРСКОМУ КРАЮ В ЛАЗОВСКОМ РАЙОНЕ,25032
250-032,УМВД РОССИИ ПО ПРИМОРСКОМУ КРАЮ,25032
250-033,ТП № 1 ОУФМС РОССИИ ПО ПРИМОРСКОМУ КРАЮ В ЛАЗОВСКОМ МУНИЦИПАЛЬНОМ РАЙОНЕ,25033
250-033,УМВД РОССИИ ПО ПРИМОРСКОМУ КРАЮ,25033
250-034,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО ПРИМОРСКОМУ КРАЮ В Г. ЛЕСОЗАВОДСК,25034
250-034,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО ПРИМОРСКОМУ КРАЮ В ЛЕСОЗАВОДСКОМ ГОРОДСКОМ ОКРУГЕ,25034
250-034,УМВД РОССИИ ПО ПРИМОРСКОМУ КРАЮ,25034
250-035,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО ПРИМОРСКОМУ КРАЮ В МИХАЙЛОВСКОМ МУНИЦИПАЛЬНОМ РАЙОНЕ,25035
250-035,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО ПРИМОРСКОМУ КРАЮ В МИХАЙЛОВСКОМ РАЙОНЕ,25035
250-035,ТП УФМС РОССИИ ПО ПРИМОРСКОМУ КРАЮ В МИХАЙЛОВСКОМ МУНИЦИПАЛЬНОМ РАЙОНЕ,25035
250-035,УМВД РОССИИ ПО ПРИМОРСКОМУ КРАЮ,25035
250-036,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО ПРИМОРСКОМУ КРАЮ В ОКТЯБРЬСКОМ МУНИЦИПАЛЬНОМ РАЙОНЕ,25036
250-036,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО ПРИМОРСКОМУ КРАЮ В ОКТЯБРЬСКОМ РАЙОНЕ,25036
250-036,УМВД РОССИИ ПО ПРИМОРСКОМУ КРАЮ,25036
250-037,ТП № 1 ОУФМС РОССИИ ПО ПРИМОРСКОМУ КРАЮ В ОКТЯБРЬСКОМ МУНИЦИПАЛЬНОМ РАЙОНЕ,25037
250-037,УМВД РОССИИ ПО ПРИМОРСКОМУ КРАЮ,25037
250-038,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО ПРИМОРСКОМУ КРАЮ В ОЛЬГИНСКОМ МУНИЦИПАЛЬНОМ РАЙОНЕ,25038
250-038,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО ПРИМОРСКОМУ КРАЮ В ОЛЬГИНСКОМ РАЙОНЕ,25038
250-038,ТП УФМС РОССИИ ПО ПРИМОРСКОМУ КРАЮ В ОЛЬГИНСКОМ МУНИЦИПАЛЬНОМ РАЙОНЕ,25038
250-038,УМВД РОССИИ ПО ПРИМОРСКОМУ КРАЮ,25038
250-039,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО ПРИМОРСКОМУ КРАЮ В Г. ПАРТИЗАНСК,25039
250-039,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО ПРИМОРСКОМУ КРАЮ В ПАРТИЗАНСКОМ ГОРОДСКОМ ОКРУГЕ,25039
250-039,УМВД РОССИИ ПО ПРИМОРСКОМУ КРАЮ,25039
250-040,ТП № 1 ОУФМС РОССИИ ПО ПРИМОРСКОМУ КРАЮ В ПАРТИЗАНСКОМ ГОРОДСКОМ ОКРУГЕ,25040
250-040,УМВД РОССИИ ПО ПРИМОРСКОМУ КРАЮ,25040
250-041,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО ПРИМОРСКОМУ КРАЮ В ПАРТИЗАНСКОМ МУНИЦИПАЛЬНОМ РАЙОНЕ,25041
250-041,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО ПРИМОРСКОМУ КРАЮ В ПАРТИЗАНСКОМ РАЙОНЕ,25041
250-041,ОТДЕЛОМ УФМС РОССИИ ПО ПРИМОРСКОМУ КРАЮ В ПАРТИЗАНСКОМ МУНИЦИПАЛЬНОМ РАЙОНЕ,25041
250-041,УМВД РОССИИ ПО ПРИМОРСКОМУ КРАЮ,25041
250-042,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО ПРИМОРСКОМУ КРАЮ В ПОГРАНИЧНОМ МУНИЦИПАЛЬНОМ РАЙОНЕ,25042
250-042,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО ПРИМОРСКОМУ КРАЮ В ПОГРАНИЧНОМ РАЙОНЕ,25042
250-042,ОТДЕЛОМ УФМС РОССИИ ПО ПРИМОРСКОМУ КРАЮ В ПОГРАНИЧНОМ МУНИЦИПАЛЬНОМ РАЙОНЕ,25042
250-042,УМВД РОССИИ ПО ПРИМОРСКОМУ КРАЮ,25042
250-043,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО ПРИМОРСКОМУ КРАЮ В ПОЖАРСКОМ МУНИЦИПАЛЬНОМ РАЙОНЕ,25043
250-043,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО ПРИМОРСКОМУ КРАЮ В ПОЖАРСКОМ РАЙОНЕ,25043
250-043,ТП УФМС РОССИИ ПО ПРИМОРСКОМУ КРАЮ В ПОЖАРСКОМ МУНИЦИПАЛЬНОМ РАЙОНЕ,25043
250-043,УМВД РОССИИ ПО ПРИМОРСКОМУ КРАЮ,25043
250-044,МРО УФМС РОССИИ ПО ПРИМОРСКОМУ КРАЮ В Г. СПАССК-ДАЛЬНИЙ И СПАССКОМ РАЙОНЕ,25044
250-044,МРО УФМС РОССИИ ПО ПРИМОРСКОМУ КРАЮ ПО ГОРОДСКОМУ ОКРУГУ СПАССК-ДАЛЬНИЙ И СПАССКОМУ МУНИЦИПАЛЬНОМУ РАЙОНУ,25044
250-044,МРО № 2 УФМС РОССИИ ПО ПРИМОРСКОМУ КРАЮ В ГОРОДСКОМ ОКРУГЕ СПАССК-ДАЛЬНИЙ,25044
250-044,УМВД РОССИИ ПО ПРИМОРСКОМУ КРАЮ,25044
250-045,ТП № 1 МРО УФМС РОССИИ ПО ПРИМОРСКОМУ КРАЮ ПО ГОРОДСКОМУ ОКРУГУ СПАССК-ДАЛЬНИЙ И СПАССКОМУ МУНИЦИПАЛЬНОМУ РАЙОНУ,25045
250-045,УМВД РОССИИ ПО ПРИМОРСКОМУ КРАЮ,25045
250-046,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО ПРИМОРСКОМУ КРАЮ В ТЕРНЕЙСКОМ МУНИЦИПАЛЬНОМ РАЙОНЕ,25046
250-046,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО ПРИМОРСКОМУ КРАЮ В ТЕРНЕЙСКОМ РАЙОНЕ,25046
250-046,ОТДЕЛОМ УФМС РОССИИ ПО ПРИМОРСКОМУ КРАЮ В ТЕРНЕЙСКОМ РАЙОНЕ,25046
250-046,УМВД РОССИИ ПО ПРИМОРСКОМУ КРАЮ,25046
250-047,МП В ПОС. ПЛАСТУН ОУФМС РОССИИ ПО ПРИМОРСКОМУ КРАЮ В ТЕРНЕЦСКОМ МУНИЦИПАЛЬНОМ РАЙОНЕ,25047
250-047,ТП № 1 ОУФМС РОССИИ ПО ПРИМОРСКОМУ КРАЮ В ТЕРНЕЙСКОМ МУНИЦИПАЛЬНОМ РАЙОНЕ,25047
250-047,УМВД РОССИИ ПО ПРИМОРСКОМУ КРАЮ,25047
250-048,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО ПРИМОРСКОМУ КРАЮ В ХАНКАЙСКОМ МУНИЦИПАЛЬНОМ РАЙОНЕ,25048
250-048,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО ПРИМОРСКОМУ КРАЮ В ХАНКАЙСКОМ РАЙОНЕ,25048
250-048,УМВД РОССИИ ПО ПРИМОРСКОМУ КРАЮ,25048
250-049,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО ПРИМОРСКОМУ КРАЮ В ХАСАНСКОМ МУНИЦИПАЛЬНОМ РАЙОНЕ,25049
250-049,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО ПРИМОРСКОМУ КРАЮ В ХАСАНСКОМ РАЙОНЕ,25049
250-049,ТП УФМС РОССИИ ПО ПРИМОРСКОМУ КРАЮ В ПОС. СЛАВЯНКА,25049
